,AD_kcal,affinity_moles,affinity_type,affinity_value,data_type,gauss1,gauss2,hydrogen,hydrophobic,kcal,name,repulsion,series
0,-4.24777,0.00018999999999999998,uM,190.0,Kd,64.41609,1299.23891,8.23471,1.82263,-5.107674794187638,2r23,7.04628,refined-2018
0,-5.31625,1.91e-05,mM,0.191,Ki,116.96587,1461.32492,12.36473,0.0,-6.477116627077658,3f5l,13.27551,refined-2018
0,-7.90519,0.000192,uM,192.0,Kd,112.67115,1764.20508,6.1789,0.0,-5.1014328523367425,3q6z,3.91126,refined-2018
0,-1.59729,0.00018999999999999998,uM,190.0,Ki,40.25978,580.02583,5.11829,6.62089,-5.107674794187638,4tln,6.76175,refined-2018
0,-6.3605,0.00018999999999999998,uM,190.0,Ki,70.3549,728.77505,7.59774,0.0,-5.107674794187638,4ufm,3.87606,refined-2018
0,-4.40914,0.000187,uM,187.0,Kd,68.18962,703.63549,5.64337,0.0,-5.117161997095485,3fjg,4.51251,refined-2018
0,-4.75491,0.0001843,uM,184.3,Kd,88.76689,1380.03255,3.62344,35.4282,-5.1258315277692725,4fz3,2.46771,refined-2018
0,-5.05505,0.00017999999999999998,uM,180.0,Ki,50.6531,618.71749,3.72875,2.43144,-5.139904264786849,1f5k,2.10675,refined-2018
0,-6.85632,0.00017999999999999998,uM,180.0,Kd,80.7525,1360.61204,3.58568,50.7035,-5.139904264786849,2wq5,5.83637,refined-2018
0,-5.81702,0.00018099999999999998,uM,181.0,Kd,37.21928,646.33041,2.0,29.86703,-5.136601763264945,4yk0,1.26764,refined-2018
0,-4.63631,0.000179,uM,179.0,Ki,41.37392,818.8014,3.3064,2.23113,-5.143225164740829,3d6p,2.37485,refined-2018
0,-5.04752,0.000175,uM,175.0,Ki,70.93482,865.48358,7.95463,8.33777,-5.156696924546697,2x09,7.16445,refined-2018
0,-6.33792,0.000175,uM,175.0,Kd,56.71715,1080.67331,1.39597,30.56749,-5.156696924546697,4tu4,1.53511,refined-2018
0,-5.08173,0.000175,uM,175.0,Kd,32.80056,495.31672,0.0,49.92594,-5.156696924546697,4w52,0.46268,refined-2018
0,-7.98849,1.69e-05,mM,0.169,Ki,125.13852,1517.37263,4.8214,37.87804,-6.55006419357061,1kui,4.49209,refined-2018
0,-3.65052,1.7000000000000003e-05,mM,0.17,Ki,57.95552,544.20993,6.00685,0.0,-6.546547369210593,2v2h,4.87749,refined-2018
0,-7.26819,1.7000000000000003e-05,mM,0.17,Kd,89.07798,1043.18899,0.98639,14.56444,-6.546547369210593,3ao2,2.31695,refined-2018
0,-6.23304,0.000169,uM,169.0,Kd,97.11742,1236.76857,4.81386,0.0,-5.17749321963686,4q46,4.61096,refined-2018
0,-4.99154,0.000167,uM,167.0,Kd,46.24839,681.99203,0.0,80.97224,-5.184589732020876,3nq3,0.80405,refined-2018
0,-5.13327,0.000164,uM,164.0,Kd,62.83629,742.10866,6.34902,0.0,-5.195395465976499,2clk,3.92923,refined-2018
0,-8.32401,1.6000000000000003e-05,mM,0.16,Ki,125.3482,1501.69814,5.93509,38.64432,-6.582685706275369,1kug,5.16493,refined-2018
0,-3.48645,1.6000000000000003e-05,mM,0.16,Kd,28.39795,472.05261,0.54361,22.70462,-6.582685706275369,1li6,1.27508,refined-2018
0,-6.61525,0.00015999999999999999,uM,160.0,Kd,78.47811,1104.52489,9.72297,1.0,-5.210114732341619,1nje,6.77442,refined-2018
0,-5.56911,0.00015999999999999999,uM,160.0,Ki,68.71392,850.41021,4.05175,7.88714,-5.210114732341619,2hb1,3.11533,refined-2018
0,,1.6000000000000003e-05,mM,0.16,Ki,,,,,-6.582685706275369,3t09,,refined-2018
0,-6.75579,0.00015999999999999999,uM,160.0,Kd,80.28074,1064.26124,4.13082,25.92991,-5.210114732341619,4ajl,3.51724,refined-2018
0,-3.82931,1.6000000000000003e-05,mM,0.16,Kd,33.36466,656.67753,0.76745,17.21318,-6.582685706275369,5h1t,1.74449,refined-2018
0,-5.57749,0.00015999999999999999,uM,160.0,Ki,34.53932,807.53138,0.94578,21.11544,-5.210114732341619,5uf0,0.54549,refined-2018
0,-8.98486,0.000154,uM,154.0,Kd,104.54728,1524.35936,2.47867,45.61636,-5.232898397303739,2hu6,3.91531,refined-2018
0,0.1365,0.00015439999999999999,uM,154.4,Ki,60.79629,857.23666,1.32381,6.69172,-5.231352092934702,3ai8,9.22536,refined-2018
0,-7.03671,1.5e-05,mM,0.15,Kd,131.56831,2133.30772,1.39173,84.00512,-6.621157118725477,1hn4,3.02409,refined-2018
0,-4.83152,0.000153,uM,153.0,Kd,56.0109,677.68365,2.70901,4.0,-5.2367817986604726,4aba,2.00365,refined-2018
0,-7.66451,0.00015,uM,150.0,Kd,88.41184,1096.80796,3.96129,35.88733,-5.248586144791726,4bks,3.20936,refined-2018
0,-5.345,0.00015,uM,150.0,Ki,75.6966,821.38555,0.55356,28.18228,-5.248586144791726,4keq,3.25703,refined-2018
0,-3.92327,0.00015,uM,150.0,Kd,30.84505,500.98263,2.92468,23.61854,-5.248586144791726,4mmm,2.19563,refined-2018
0,-5.50114,0.000143,uM,143.0,Ki,65.09496,601.55786,3.43258,6.82375,-5.277074159504573,1j16,2.00826,refined-2018
0,-4.48982,1.44e-05,mM,0.144,Kd,46.76987,528.70982,2.68698,4.16806,-6.645491109659,1utj,1.46867,refined-2018
0,-3.56286,0.000146,uM,146.0,Kd,74.5577,1093.14965,1.37526,0.0,-5.264697936402164,3lzz,4.72715,refined-2018
0,-6.05932,0.00014,uM,140.0,Ki,64.19392,873.68479,6.68047,0.0,-5.289712795485097,2wzs,4.27971,refined-2018
0,-8.4647,0.00014,uM,140.0,Kd,81.94985,1146.09493,4.37113,17.09493,-5.289712795485097,2yb0,2.42643,refined-2018
0,,1.4000000000000001e-05,mM,0.14,Ki,,,,,-6.662283769418847,3mv0,,refined-2018
0,-8.56382,0.00014,uM,140.0,Ki,120.37075,1561.39139,4.84378,34.07349,-5.289712795485097,4kiu,5.72625,refined-2018
0,-4.18664,0.00014,uM,140.0,Kd,55.89089,905.60963,7.02512,7.90133,-5.289712795485097,5btv,4.53964,refined-2018
0,-5.08323,0.000138,uM,138.0,Ki,44.23751,1017.71787,0.0,62.92086,-5.2982899218802935,3spf,0.45256,refined-2018
0,-5.35529,0.000137,uM,137.0,Kd,68.02663,928.03984,0.99363,23.85004,-5.302625213716358,4i9u,1.65664,refined-2018
0,-6.65674,0.000138,uM,138.0,Kd,96.00675,1050.97127,1.0,36.42939,-5.2982899218802935,5g4m,2.96026,refined-2018
0,-3.50512,0.000139,uM,139.0,Kd,69.22478,817.01168,4.55859,0.0,-5.293985932063298,5ldm,5.63017,refined-2018
0,-5.62928,0.000135,uM,135.0,Kd,85.89389,1242.8825,1.57956,22.10014,-5.311391548175356,1aj7,3.46227,refined-2018
0,-9.06581,0.0001348,uM,134.8,Kd,145.27893,1554.1056,8.97953,26.73239,-5.312275314089645,1v16,7.24917,refined-2018
0,-6.85098,0.000135,uM,135.0,Kd,78.41404,742.17221,6.23012,16.568,-5.311391548175356,3w5n,3.8139,refined-2018
0,-9.619,0.000134,uM,134.0,Ki,98.22578,1498.34744,11.20021,11.78795,-5.315823538851766,3wjw,6.86519,refined-2018
0,-8.09118,0.000136,uM,136.0,Kd,109.20565,920.99585,0.71254,62.02992,-5.306992266215243,4nbk,1.76825,refined-2018
0,-8.71655,0.0001322,uM,132.2,Ki,93.27315,1395.51313,2.28866,51.8307,-5.323885119268881,3si4,1.95814,refined-2018
0,-6.72523,0.00013099999999999999,uM,131.0,Ki,54.21536,905.81113,3.43673,40.14376,-5.329320719242297,4mjp,2.52758,refined-2018
0,-7.29168,0.00013199999999999998,uM,132.0,Kd,75.18582,893.37185,1.12288,55.82137,-5.324787617548767,5eqe,1.32992,refined-2018
0,-7.49973,1.3000000000000001e-05,mM,0.13,Ki,109.21038,1518.58402,10.83043,11.33568,-6.706459531619681,1m0q,9.67354,refined-2018
0,-5.68687,1.3000000000000001e-05,mM,0.13,Ki,50.09822,845.13878,5.11333,28.44991,-6.706459531619681,2ctc,3.91942,refined-2018
0,-10.69236,1.3000000000000001e-05,mM,0.13,Ki,199.58165,2559.15857,14.14565,40.25358,-6.706459531619681,3iae,13.31335,refined-2018
0,-3.94608,0.00013,uM,130.0,Kd,57.66097,912.18372,2.42975,14.7147,-5.333888557685931,4aj4,3.7221,refined-2018
0,-4.30643,0.00013,uM,130.0,Kd,29.123,596.78497,0.0,40.27302,-5.333888557685931,4nl1,0.54967,refined-2018
0,-5.19733,0.00013,uM,130.0,Ki,56.82741,604.02838,5.63847,0.0,-5.333888557685931,4ufk,2.97056,refined-2018
0,-1.29814,1.25e-05,mM,0.125,Kd,13.3911,303.69167,1.0,0.0,-6.729838998730352,1avn,1.36502,refined-2018
0,-6.06039,0.000125,uM,125.0,Ki,49.21786,922.3587,4.78568,27.76737,-5.357268024796602,2gvv,3.14243,refined-2018
0,-2.70672,0.000125,uM,125.0,Ki,24.99533,485.73621,2.69483,0.0,-5.357268024796602,2qw1,1.94394,refined-2018
0,-6.51324,0.000125,uM,125.0,Ki,86.15084,1231.55333,7.2841,17.68881,-5.357268024796602,2rkm,3.61861,refined-2018
0,-4.32634,0.000125,uM,125.0,Kd,117.0634,1291.08665,11.65918,0.0,-5.357268024796602,2vhj,13.77812,refined-2018
0,-6.69788,0.000125,uM,125.0,Kd,85.84215,975.90332,1.0,38.59451,-5.357268024796602,2vuk,2.55904,refined-2018
0,-6.38138,0.000125,uM,125.0,Kd,67.9569,833.65541,0.94158,21.83787,-5.357268024796602,2wor,0.63459,refined-2018
0,-7.07648,0.000125,uM,125.0,Kd,79.30731,1053.39614,0.0,24.89394,-5.357268024796602,2wos,0.96274,refined-2018
0,-5.44194,0.000126,uM,126.0,Kd,56.99763,844.77284,1.0,13.20638,-5.352518198868728,4n9c,1.98979,refined-2018
0,-11.36879,0.000125,uM,125.0,Ki,143.08578,2455.07008,6.45633,76.72306,-5.357268024796602,4qgi,4.63312,refined-2018
0,-7.41645,1.24e-05,mM,0.124,Ki,129.67536,1524.37838,5.7292,41.49121,-6.734626976279091,1kuk,5.81153,refined-2018
0,-6.42425,0.00011999999999999999,uM,120.0,Ki,86.12156,1100.24263,4.76612,2.21156,-5.3816020157301265,1pr5,4.39389,refined-2018
0,-4.7811,1.2e-05,mM,0.12,Kd,54.99935,643.9553,8.32748,0.0,-6.754172989663877,3ap4,3.74674,refined-2018
0,-4.37038,0.00011899999999999999,uM,119.0,Ki,36.8539,532.66048,1.2106,21.28173,-5.386590329358721,3twp,0.90904,refined-2018
0,-6.60084,0.000117,uM,117.0,Ki,118.92003,1873.87808,11.90982,0.0,-5.396693961069561,1h5v,6.91124,refined-2018
0,-5.63281,0.000117,uM,117.0,Kd,56.82676,1156.33308,1.82882,4.25884,-5.396693961069561,2a5b,2.87785,refined-2018
0,-6.60241,0.000118,uM,118.0,Kd,121.08249,961.83247,11.45692,0.0,-5.391620738958521,2cbz,7.04639,refined-2018
0,-8.81642,0.00011499999999999999,uM,115.0,Kd,144.97227,1556.28421,9.21946,26.80342,-5.40697180188517,1v1m,7.55432,refined-2018
0,-6.50273,0.000116,uM,116.0,Ki,79.57113,966.52735,7.04522,15.6011,-5.401810730684,2v3d,4.42725,refined-2018
0,-2.90811,0.00011329999999999999,uM,113.3,Kd,56.63202,589.67185,5.19163,0.0,-5.41584949553746,4bi6,5.58412,refined-2018
0,-6.16624,0.000113,uM,113.0,Kd,68.90116,1148.42827,2.88933,33.59278,-5.417429964868076,5fou,1.32936,refined-2018
0,-6.044,0.000111,uM,111.0,Kd,80.07859,1072.12998,6.9452,1.7211,-5.428074890600222,5m5d,4.7514,refined-2018
0,-7.93908,0.00010999999999999999,uM,110.0,Ki,110.49205,1410.77497,6.18973,13.07984,-5.433469497553644,1mrs,5.43832,refined-2018
0,-4.93858,0.00010999999999999999,uM,110.0,Ki,60.00145,670.53943,3.09678,4.85172,-5.433469497553644,2fpz,2.97801,refined-2018
0,-8.25473,0.00010999999999999999,uM,110.0,Ki,96.8215,1751.8137,3.8942,50.94363,-5.433469497553644,2wec,2.40414,refined-2018
0,-4.82584,0.00010899999999999999,uM,109.0,Kd,58.57988,604.41729,8.94114,0.0,-5.438913371005711,3c39,5.18366,refined-2018
0,-8.05088,1.1000000000000001e-05,mM,0.11,Ki,95.25164,1225.40254,3.18196,43.44442,-6.806040471487394,3gt9,2.08733,refined-2018
0,-5.78923,0.00010999999999999999,uM,110.0,Ki,56.72961,1134.78865,3.74718,13.06125,-5.433469497553644,4gqr,4.03082,refined-2018
0,-5.3953,0.000107,uM,107.0,Kd,88.07559,975.61963,1.00274,28.98533,-5.449952575379761,4agn,2.19981,refined-2018
0,-7.28746,0.000108,uM,108.0,Kd,70.11961,1256.38384,2.0,59.02681,-5.444407419113755,4ibg,2.57607,refined-2018
0,-8.59004,0.00010479999999999999,uM,104.8,Kd,145.37234,1526.88858,8.64819,26.89282,-5.462336590180698,1v11,7.39004,refined-2018
0,-4.03919,0.00010499999999999999,uM,105.0,Ki,63.15424,634.11552,4.44497,19.68637,-5.461200078873604,3b3c,4.69082,refined-2018
0,-4.40684,0.00010499999999999999,uM,105.0,Kd,69.45348,827.04195,0.0,19.59096,-5.461200078873604,4agm,1.90553,refined-2018
0,-4.33471,0.000103,uM,103.0,Ki,65.33367,993.34023,4.9326,2.28968,-5.472663893718817,1rpf,5.57735,refined-2018
0,-5.4813,0.000103,uM,103.0,Kd,40.35187,565.8068,0.91873,43.71757,-5.472663893718817,4i7l,0.93751,refined-2018
0,-6.37349,9.999999999999999e-05,uM,100.0,Ki,100.50014,1577.36851,9.64056,0.0,-5.490283895735002,1e5j,5.32596,refined-2018
0,-5.30929,9.999999999999999e-05,uM,100.0,Kd,37.11577,621.82264,1.0,40.36154,-5.490283895735002,1lgw,1.26895,refined-2018
0,-2.83109,1e-05,mM,0.1,Ki,68.95235,609.48578,2.0,4.42504,-6.862854869668753,1tni,3.98078,refined-2018
0,-7.07071,1e-05,mM,0.1,Ki,93.76455,1571.30421,8.54055,0.0,-6.862854869668753,1wc1,6.49264,refined-2018
0,-4.08681,9.999999999999999e-05,uM,100.0,Kd,59.69871,759.3124,3.73959,30.45215,-5.490283895735002,2buv,5.63654,refined-2018
0,-5.82375,1e-05,mM,0.1,Ki,80.9333,800.77511,0.0,34.31705,-6.862854869668753,2ot1,1.62481,refined-2018
0,-2.9681,9.999999999999999e-05,uM,100.0,Ki,35.33964,493.00078,5.75554,0.0,-5.490283895735002,2qrl,4.40175,refined-2018
0,-0.68204,9.999999999999999e-05,uM,100.0,Kd,86.01484,747.32202,1.25154,5.57438,-5.490283895735002,2rin,8.33481,refined-2018
0,-4.57037,9.999999999999999e-05,uM,100.0,Kd,113.70005,1007.89407,0.85325,47.6121,-5.490283895735002,2whp,6.5705,refined-2018
0,-7.47105,1e-05,mM,0.1,Kd,122.87179,1635.94155,7.88586,0.0,-6.862854869668753,3a1c,7.19268,refined-2018
0,-5.37825,9.999999999999999e-05,uM,100.0,Kd,58.38768,1035.57773,8.72252,4.70089,-5.490283895735002,3ijh,5.53803,refined-2018
0,,1e-05,mM,0.1,Ki,,,,,-6.862854869668753,3vd9,,refined-2018
0,-4.36218,9.999999999999999e-05,uM,100.0,Ki,76.31843,954.32895,7.68711,0.0,-5.490283895735002,4p6c,7.28676,refined-2018
0,-4.19805,9.9e-05,uM,99.0,Ki,53.58635,661.29335,8.76695,1.11104,-5.496274900937275,4umb,6.63461,refined-2018
0,-7.03322,0.000101,uM,101.0,Kd,94.82017,1119.96813,1.0,39.28509,-5.484352503513429,5g4n,2.90542,refined-2018
0,-5.98668,1e-05,mM,0.1,Kd,50.10253,823.49549,1.68781,24.02769,-6.862854869668753,5h1v,0.98726,refined-2018
0,-3.99908,9.999999999999999e-05,uM,100.0,Kd,33.68907,612.12222,0.75842,16.46028,-5.490283895735002,5mgk,0.52684,refined-2018
0,-2.50403,9.999999999999999e-05,uM,100.0,Ki,49.14691,703.35982,0.30993,22.45313,-5.490283895735002,5wcm,4.14014,refined-2018
0,-5.29943,9.779e-05,uM,97.79,Ki,78.4397,998.18361,6.21404,5.37366,-5.503605457265057,1v2w,3.83733,refined-2018
0,-11.23639,9.7e-05,uM,97.0,Kd,179.51248,2334.28904,14.47658,37.54949,-5.508440629316636,3fzn,10.46017,refined-2018
0,-7.06329,9.6e-05,uM,96.0,Ki,80.1101,982.53581,7.37326,0.0,-5.5146178866685265,2wvz,4.69691,refined-2018
0,-6.98646,9.499999999999999e-05,uM,95.0,Kd,103.87914,1181.29715,2.23438,18.22985,-5.520859828519422,3po1,2.98751,refined-2018
0,-7.08212,9.499999999999999e-05,uM,95.0,Ki,118.3387,1680.11243,11.70776,0.0,-5.520859828519422,5vsj,9.40832,refined-2018
0,-7.28652,9.4e-05,uM,94.0,Ki,93.1376,1206.46847,8.43804,0.0,-5.527167823891355,2q8m,5.80008,refined-2018
0,-9.41157,9.4e-05,uM,94.0,Ki,153.0779,2441.58691,6.16648,54.67833,-5.527167823891355,2x96,9.00929,refined-2018
0,-6.53397,9.434e-05,uM,94.34,Kd,79.96584,1074.97145,13.4329,0.0,-5.525015607472473,3bxh,8.86585,refined-2018
0,-2.77089,9.259999999999999e-05,uM,92.6,Kd,20.36741,453.56519,0.0,26.32656,-5.5361126862636665,3nq9,0.29052,refined-2018
0,-6.4553,9.4e-05,uM,94.0,Ki,54.14561,665.54358,1.89405,35.91033,-5.527167823891355,4msn,1.0664,refined-2018
0,-7.00821,9.3e-05,uM,93.0,Kd,50.54294,891.78522,3.70826,36.5805,-5.533543285733847,5e2l,1.68529,refined-2018
0,-4.25053,9.2e-05,uM,92.0,Ki,63.60204,1011.06403,3.77,0.0,-5.53998767282357,1hi5,4.25841,refined-2018
0,-5.41715,9.099999999999999e-05,uM,91.0,Kd,37.74325,541.02405,0.92882,43.28669,-5.546502491767809,1li2,0.73893,refined-2018
0,-6.45187,8.9e-05,uM,89.0,Ki,84.52884,1128.20265,7.85955,13.70667,-5.559749703605175,2w66,7.08465,refined-2018
0,-7.61993,8.999999999999999e-05,uM,90.0,Kd,70.17266,852.0375,8.04061,9.13719,-5.553089299118632,3n8k,4.33172,refined-2018
0,-6.42156,9e-06,mM,0.09,Kd,94.68394,1049.88754,4.98981,0.0,-6.925660273052383,3qx9,2.28083,refined-2018
0,-8.52838,9.01e-05,uM,90.1,Kd,127.91649,1441.83225,12.9619,0.0,-5.552427333475924,5gof,7.8238,refined-2018
0,-8.56812,8.759999999999999e-05,uM,87.6,Kd,96.96317,1452.35152,5.7491,68.04698,-5.569201090729071,2clh,6.09717,refined-2018
0,-4.85787,8.620999999999999e-05,uM,86.21,Kd,66.4084,860.19835,7.79005,2.0,-5.578735601572268,3m3c,4.12684,refined-2018
0,-4.4797,8.7e-05,uM,87.0,Kd,32.44857,687.47558,0.88345,17.76591,-5.573298014072506,5mge,0.68441,refined-2018
0,-7.81631,8.8e-05,uM,88.0,Ki,106.94053,1339.10203,13.49686,0.0,-5.566485368492045,8a3h,8.79994,refined-2018
0,-5.70682,8.479999999999999e-05,uM,84.8,Ki,64.90996,804.29534,6.42535,6.22974,-5.5885656705407,1hyo,4.05444,refined-2018
0,-6.15695,8.58e-05,uM,85.8,Ki,98.90347,1027.30275,1.51389,6.14391,-5.581577313831479,2v2v,1.68735,refined-2018
0,-5.90758,8.599999999999999e-05,uM,86.0,Kd,56.50042,634.21149,5.70133,29.09287,-5.580189420305787,4xmr,3.01574,refined-2018
0,-4.99052,8.499999999999999e-05,uM,85.0,Kd,37.49533,673.65478,0.63368,21.8164,-5.587161429608625,5mpz,0.44022,refined-2018
0,-6.09485,8.44e-05,uM,84.4,Kd,104.95789,1126.46166,7.49451,8.12574,-5.591384115507604,5ot9,7.14157,refined-2018
0,-4.31835,8.25e-05,uM,82.5,Ki,43.97904,476.70301,4.24652,0.0,-5.604956780942151,2rke,2.01974,refined-2018
0,-6.08245,8.3e-05,uM,83.0,Ki,58.44426,944.39504,4.80426,16.59584,-5.601354957294951,2z1w,3.80199,refined-2018
0,-2.54657,8.4e-05,uM,84.0,Ki,53.14709,854.26031,1.91931,16.34963,-5.594215949812004,3kwa,4.36199,refined-2018
0,-4.6387,8.200000000000001e-06,mM,0.082,Ki,48.02,507.137,0.0,38.57557,-6.981151474242033,1ai7,1.06912,refined-2018
0,-5.29584,8.2e-05,uM,82.0,Ki,53.92822,923.9843,3.88298,2.44627,-5.608580500308283,1o0n,2.63376,refined-2018
0,-5.95633,8.209999999999999e-05,uM,82.1,Kd,134.12166,2000.19263,6.93974,40.63086,-5.607853991991661,2v88,4.76861,refined-2018
0,-6.79821,8.14e-05,uM,81.4,Ki,120.6923,1834.15848,8.97111,14.01864,-5.612958243362139,4b9z,7.81296,refined-2018
0,-8.24391,8.04e-05,uM,80.4,Kd,131.92375,1358.07538,9.19458,0.0,-5.620326693178672,4fxp,6.232,refined-2018
0,-6.16678,7.999999999999999e-05,uM,80.0,Ki,57.87058,747.98569,4.39875,4.75899,-5.623299766673402,1c5t,2.33431,refined-2018
0,-7.94345,7.999999999999999e-05,uM,80.0,Kd,103.57418,1255.08269,5.13852,0.0,-5.623299766673402,1odj,4.02454,refined-2018
0,-4.19375,7.999999999999999e-05,uM,80.0,Ki,104.25883,1478.32172,2.62384,17.92203,-5.623299766673402,2bvs,6.40371,refined-2018
0,-3.59036,7.999999999999999e-05,uM,80.0,Kd,33.93791,681.83393,0.0,32.87322,-5.623299766673402,3gk1,0.46911,refined-2018
0,-5.56459,7.999999999999999e-05,uM,80.0,Kd,128.06642,2020.86054,4.36101,16.43334,-5.623299766673402,3iod,11.6582,refined-2018
0,-5.80162,7.999999999999999e-05,uM,80.0,Ki,65.42737,753.11763,0.92697,8.36554,-5.623299766673402,4cr9,1.07795,refined-2018
0,-8.20992,7.999999999999999e-05,uM,80.0,Kd,91.09149,873.71052,3.02356,34.9232,-5.623299766673402,5cc2,2.44621,refined-2018
0,-6.73859,7.87e-05,uM,78.7,Kd,58.15201,994.26103,0.0,55.94778,-5.63306595865464,5kat,1.00831,refined-2018
0,-4.38779,7.9e-05,uM,79.0,Kd,56.78127,645.62424,9.21895,0.0,-5.630797978746912,5t7s,5.14971,refined-2018
0,-3.62182,7.68e-05,uM,76.8,Kd,73.73848,1064.22076,8.39578,0.0,-5.647633757606927,1p19,9.9503,refined-2018
0,-5.11055,7.8e-05,uM,78.0,Ki,49.78094,938.21873,2.01282,8.71274,-5.638391712012838,2exm,2.48548,refined-2018
0,-4.61384,7.7e-05,uM,77.0,Ki,39.79161,805.26926,3.2337,2.15028,-5.646083431635522,3d6o,2.20247,refined-2018
0,-4.48632,7.8e-05,uM,78.0,Kd,53.13909,710.65711,6.77091,0.0,-5.638391712012838,3oyw,3.50747,refined-2018
0,-8.609,7.7e-05,uM,77.0,Kd,119.42554,1939.76484,11.11025,8.10821,-5.646083431635522,3v4t,7.34048,refined-2018
0,-5.26388,7.8e-05,uM,78.0,Kd,49.78003,949.74908,0.06392,17.72093,-5.638391712012838,4ih5,1.35333,refined-2018
0,-6.71791,7.759999999999999e-05,uM,77.6,Kd,50.16154,770.93823,0.0,42.4196,-5.641456500255037,5dnu,0.6309,refined-2018
0,-6.72167,7.69e-05,uM,76.9,Kd,100.13363,1408.64408,4.2772,81.51362,-5.646858090613939,5e6o,3.09321,refined-2018
0,-6.82656,7.7e-05,uM,77.0,Kd,59.31857,952.65362,0.87275,40.67016,-5.646083431635522,5fnc,0.8796,refined-2018
0,-7.35375,7.5e-05,uM,75.0,Kd,96.54852,1515.46419,5.69382,0.0,-5.661771179123509,3a1d,5.03455,refined-2018
0,-7.24837,7.5e-05,uM,75.0,Kd,108.01766,1751.02415,2.20271,27.68563,-5.661771179123509,3ivc,5.8559,refined-2018
0,-2.35048,7.599999999999999e-05,uM,76.0,Kd,49.85626,465.13241,0.0,0.0,-5.653875699457822,3mam,1.84297,refined-2018
0,-7.85735,7.599999999999999e-05,uM,76.0,Ki,86.86783,1207.22563,5.54401,20.55391,-5.653875699457822,4de2,3.73271,refined-2018
0,-7.55683,7.5e-05,uM,75.0,Ki,103.18797,1311.30208,7.24302,48.46183,-5.661771179123509,4kxb,5.78016,refined-2018
0,-5.80941,7.599999999999999e-05,uM,76.0,Kd,67.10085,870.27418,9.21996,9.28946,-5.653875699457822,4qfn,5.46247,refined-2018
0,-3.95658,7.5e-05,uM,75.0,Kd,29.41631,475.71484,0.59733,18.38019,-5.661771179123509,4whs,0.36783,refined-2018
0,-5.1129,7.5e-05,uM,75.0,Kd,46.22159,1096.30279,2.52206,32.32266,-5.661771179123509,4zow,3.21089,refined-2018
0,-10.09795,7.49e-05,uM,74.9,Ki,150.38649,1768.9034,9.81155,25.67871,-5.66256650946164,3ozt,7.52174,refined-2018
0,-9.04961,7.479999999999999e-05,uM,74.8,Ki,109.32207,1422.7076,2.66867,48.74706,-5.663362902365668,3qto,2.39578,refined-2018
0,-5.83013,7.4e-05,uM,74.0,Ki,55.72725,721.6671,2.0687,24.17774,-5.6697726415434975,4ovf,1.89003,refined-2018
0,-8.4183,7.4e-05,uM,74.0,Ki,87.33405,914.7688,3.07013,41.31677,-5.6697726415434975,4yc0,1.99146,refined-2018
0,-5.24756,7.2e-05,uM,72.0,Kd,51.2331,764.87016,0.71951,66.65868,-5.686105170057033,4i7m,3.00072,refined-2018
0,-7.95662,7.3e-05,uM,73.0,Kd,79.49456,1321.70858,2.0,61.22327,-5.677882970733947,4ibi,2.35639,refined-2018
0,-7.56909,7.3e-05,uM,73.0,Kd,66.27206,1123.11378,1.17602,64.97046,-5.677882970733947,5dq8,2.11402,refined-2018
0,-6.39405,7.3e-05,uM,73.0,Kd,45.31073,905.77651,0.94726,33.46304,-5.677882970733947,5lvq,0.59049,refined-2018
0,-2.85815,7e-05,uM,70.0,Ki,58.0411,656.47084,2.0,12.218,-5.70289782981688,1m2x,4.29063,refined-2018
0,-9.66911,7e-05,uM,70.0,Ki,112.76096,1396.98234,4.01669,34.48316,-5.70289782981688,1q91,4.06629,refined-2018
0,-6.00432,7.12e-05,uM,71.2,Ki,106.08889,1019.51325,2.10538,5.41818,-5.692765574543576,2v2q,2.16089,refined-2018
0,-6.14997,7.000000000000001e-06,mM,0.07,Kd,93.424,1231.93279,5.1198,0.0,-7.07546880375063,2vt3,3.92696,refined-2018
0,-6.48075,7e-05,uM,70.0,Ki,58.52228,1137.2272,7.67169,0.0,-5.70289782981688,2xg9,3.72946,refined-2018
0,-3.77421,7.07e-05,uM,70.7,Ki,56.38343,779.64686,4.36487,6.55839,-5.696966437595306,3a9i,4.42919,refined-2018
0,-5.1277,7e-05,uM,70.0,Ki,82.92353,848.62114,9.56936,0.0,-5.70289782981688,3d51,8.05595,refined-2018
0,-6.21089,7e-05,uM,70.0,Ki,101.42799,936.55474,4.89783,15.77091,-5.70289782981688,3sur,5.65658,refined-2018
0,-6.88841,7.099999999999999e-05,uM,71.0,Ki,96.80922,952.7677,5.82988,15.00487,-5.694442368898176,3sus,5.2551,refined-2018
0,-5.37545,7.099999999999999e-05,uM,71.0,Kd,62.4662,724.92343,2.90691,5.39041,-5.694442368898176,4abh,2.01633,refined-2018
0,-6.65649,7e-05,uM,70.0,Ki,75.44746,792.70209,0.88159,13.09723,-5.70289782981688,4cr5,1.30154,refined-2018
0,-6.29757,7.06e-05,uM,70.6,Kd,57.45463,1020.60756,0.77624,45.48604,-5.697810174466533,4ibe,1.23631,refined-2018
0,-5.11762,7.000000000000001e-06,mM,0.07,Ki,65.06153,883.17656,4.18497,29.19608,-7.07546880375063,4kz4,4.43725,refined-2018
